usuario,total_tweets,tweets_salud_mental,tweets_no_salud_mental,proporcion_salud_mental
USER_6604a76bd2,25,0,25,0.0
USER_4fdcca6a1f,25,2,23,0.08
USER_cbb58c87af,25,0,25,0.0
USER_7fc61bd1fa,25,0,25,0.0
USER_d18dff2460,25,0,25,0.0
USER_ac02c6ac0a,25,0,25,0.0
USER_6697479848,25,0,25,0.0
USER_2ad7d9c64d,25,0,25,0.0
USER_b076d66e25,25,1,24,0.04
USER_dd9814e1e2,25,0,25,0.0
USER_cab2b49c78,25,0,25,0.0
USER_b266ea5d13,25,0,25,0.0
USER_34d841ffba,25,0,25,0.0
USER_912cd0c5ce,25,0,25,0.0
USER_054e673b9a,25,2,23,0.08
USER_e1c27ca921,25,0,25,0.0
USER_7710dfb114,25,0,25,0.0
USER_0c0a55584f,25,0,25,0.0
USER_17b52769f9,25,1,24,0.04
USER_a34d3d615a,25,0,25,0.0
USER_9929147916,25,0,25,0.0
USER_d862ea5e3e,25,0,25,0.0
USER_9913e5eeb0,25,0,25,0.0
USER_f1388f61c1,25,0,25,0.0
USER_25abb6482b,25,2,23,0.08
USER_f39e1cfd0a,25,3,22,0.12
USER_934021a13b,25,0,25,0.0
USER_49c8584a5d,25,1,24,0.04
USER_3d23620b4a,25,1,24,0.04
USER_82bd9b2fc2,25,0,25,0.0
USER_5a870fcb8b,25,0,25,0.0
USER_75126a83d9,25,0,25,0.0
USER_fc4bec322f,25,0,25,0.0
USER_0234fd3794,25,0,25,0.0
USER_bcd476f0c2,25,0,25,0.0
USER_e4ba2db8c9,25,5,20,0.2
USER_d86d4526c4,25,0,25,0.0
USER_4a0d703ee6,25,0,25,0.0
USER_7be274597a,25,0,25,0.0
USER_977cb241f0,25,1,24,0.04
USER_40a8b220aa,25,0,25,0.0
USER_76516ec462,25,0,25,0.0
USER_86d4cdf71f,25,0,25,0.0
USER_d9220e0041,25,1,24,0.04
USER_bc56ac591f,25,0,25,0.0
USER_a476eb9d18,25,0,25,0.0
USER_980fc973e2,25,3,22,0.12
USER_6772db7d6f,25,0,25,0.0
USER_5adae5633a,25,3,22,0.12
USER_d785acd965,25,0,25,0.0
USER_befa10f4fe,25,2,23,0.08
USER_b5c95b16c0,25,0,25,0.0
USER_011477103a,25,0,25,0.0
USER_a0a9309dab,25,0,25,0.0
USER_4bd03364b5,25,3,22,0.12
USER_f4d0059e31,25,0,25,0.0
USER_3c459295de,25,0,25,0.0
USER_d9745dadea,25,0,25,0.0
USER_1c8d97881a,25,0,25,0.0
USER_1911cf2d97,25,1,24,0.04
USER_1b3b8a4bf8,25,0,25,0.0
USER_bdba93d28c,25,0,25,0.0
USER_7dd5123c61,25,0,25,0.0
USER_72fa0b6ab0,25,9,16,0.36
USER_7c4b2ac7c5,25,3,22,0.12
USER_a2124bbf87,25,0,25,0.0
USER_518fc2467e,25,0,25,0.0
USER_b5617922ad,25,1,24,0.04
USER_ba20466689,25,1,24,0.04
USER_bc392d7a08,25,0,25,0.0
USER_5b756fd38d,25,2,23,0.08
USER_00f86b96d1,25,1,24,0.04
USER_90034da17b,3,1,2,0.333
USER_7dd361f812,25,2,23,0.08
USER_6ff04b26d4,25,1,24,0.04
USER_c16486e91c,25,0,25,0.0
USER_1e4f1c31c1,25,0,25,0.0
USER_3770311e30,25,0,25,0.0
USER_90dee5b9d8,25,0,25,0.0
USER_bf6740c7c6,25,0,25,0.0
USER_3fd4e4b4fe,25,1,24,0.04
USER_5224201454,25,0,25,0.0
USER_3207be3790,25,1,24,0.04
USER_1d34430c60,25,0,25,0.0
USER_e4ad26b9a4,25,0,25,0.0
USER_ba33e1c7e9,25,0,25,0.0
USER_d76597b812,25,0,25,0.0
USER_6e2b36ed5e,25,0,25,0.0
USER_0e109a323c,25,0,25,0.0
USER_52c17daaa9,25,1,24,0.04
USER_27f48d852b,25,0,25,0.0
USER_5e07fa5596,25,0,25,0.0
USER_25a57f2beb,25,3,22,0.12
USER_72cdecdddc,25,0,25,0.0
USER_8d21957dce,25,0,25,0.0
USER_d215602201,25,0,25,0.0
USER_9cc368db31,25,0,25,0.0
USER_299a4742fd,25,0,25,0.0
USER_97d0468bac,25,0,25,0.0
USER_d2f09878bb,25,0,25,0.0
USER_3bae688d13,25,2,23,0.08
USER_765b1d7175,25,1,24,0.04
USER_52dd15a67f,25,0,25,0.0
USER_e1ccf8f80a,25,0,25,0.0
USER_be66d0660b,25,0,25,0.0
USER_30ba75197e,25,0,25,0.0
USER_e637202380,25,0,25,0.0
USER_1877352a78,25,0,25,0.0
USER_9dc2ef2252,25,0,25,0.0
USER_5c93c5ac00,25,2,23,0.08
USER_d5abadaad9,25,0,25,0.0
USER_e334b328fb,25,0,25,0.0
USER_0a9dfa430a,25,2,23,0.08
USER_318df29b3c,25,0,25,0.0
USER_01b35e6940,25,0,25,0.0
USER_3fb0f37a8d,25,2,23,0.08
USER_a057f0e289,25,1,24,0.04
USER_e35756322c,25,0,25,0.0
USER_20272089db,25,1,24,0.04
USER_ffcdc7d10a,25,0,25,0.0
USER_20231ce64c,25,0,25,0.0
USER_a3a6d8608c,25,0,25,0.0
USER_12eb300d56,25,2,23,0.08
USER_8755daacb2,25,0,25,0.0
USER_35d9cf6819,25,0,25,0.0
USER_edb6e7b667,25,1,24,0.04
USER_3a6435995a,25,1,24,0.04
USER_7960dffb31,25,0,25,0.0
USER_8a7002ca36,25,0,25,0.0
USER_2dfdb6181d,25,0,25,0.0
USER_533c6e6d48,25,0,25,0.0
USER_e1de6e4316,25,0,25,0.0
USER_abf204957c,25,0,25,0.0
USER_07e41c02da,25,0,25,0.0
USER_a4c029ea8c,25,0,25,0.0
USER_1145e33ff7,25,0,25,0.0
USER_e9d1160665,25,0,25,0.0
USER_6098ea4c2b,25,1,24,0.04
USER_20af3e9e4b,25,0,25,0.0
USER_cffd846219,25,0,25,0.0
USER_7b6001690b,25,1,24,0.04
USER_a9098524b5,25,0,25,0.0
USER_21c1e8b845,25,3,22,0.12
USER_806cf59a0e,25,0,25,0.0
USER_80cc5b0af5,25,1,24,0.04
USER_ad518f234b,25,0,25,0.0
USER_ac785ef2b0,25,0,25,0.0
USER_fd13c41d1b,25,0,25,0.0
USER_ce16f02e35,25,0,25,0.0
USER_2460c59076,25,0,25,0.0
USER_475b328a31,25,2,23,0.08
USER_aa097065c5,25,0,25,0.0
USER_43ab6f02af,25,0,25,0.0
USER_af66477c94,25,0,25,0.0
USER_b767db6770,25,1,24,0.04
USER_5cff8624d6,25,0,25,0.0
USER_9d163d6b6c,25,0,25,0.0
USER_da2bff7d9d,25,0,25,0.0
USER_68987ab511,25,2,23,0.08
USER_7ffd7a3e55,25,0,25,0.0
